alphanumeric ID,Serial number ,Site,Collection Date,Sampling Method,Order,Taxa,Count,Taxa Level,Deterioration,,,,
SLSC_pf_hym_26Jul22,169.2,SLSC,07/26/22,pitfall,hymenoptera,scelionidae,9,family,intact,,,,
SLSC_pf_hym_26Jul22,169.3,SLSC,07/26/22,pitfall,hymenoptera,diapriidae,2,family,intact,,,,
SLSC_pf_hym_26Jul22,169.4,SLSC,07/26/22,pitfall,hymenoptera,ceraphronidae,2,family,intact,,,,
SLSC_pf_hym_26Jul22,169.5,SLSC,07/26/22,pitfall,hymenoptera,eurytomidae,1,family,intact,,,,
SLSC_pf_hym_26Jul22,169.6,SLSC,07/26/22,pitfall,hymenoptera,aphelinidae,1,family,intact,,,,
SLSC_pf_hym_26Jul22,169.7,SLSC,07/26/22,pitfall,hymenoptera,ichneumonidae,1,family,intact,,,,
SLSC_pf_hym_26Jul22,169.8,SLSC,07/26/22,pitfall,collembola,collembola,2,class,intact,,,,
SELS_sn_hym_26Jul22,128.3,SELS,07/26/22,sweep net,hymenoptera,braconidae,2,family,intact,,,,
SELS_sn_hym_26Jul22,128.4,SELS,07/26/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
SELS_sn_hym_26Jul22,128.5,SELS,07/26/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
SLNS_sn_hym_26Jul22,170.1,SLNS,07/26/22,sweep net,hymenoptera,vespidae,1,family,intact,,,,
SLNS_sn_hym_26Jul22,170.2,SLNS,07/26/22,sweep net,hymenoptera,braconidae,4,family,intact,,,,
SLNS_sn_hym_26Jul22,170.3,SLNS,07/26/22,sweep net,hymenoptera,proctotrupidae,1,family,intact,,,,
SLNS_sn_hym_26Jul22,170.4,SLNS,07/26/22,sweep net,hymenoptera,eulophidae,1,family,deteriorating,,,,
SLNS_sn_hym_26Jul22,170.5,SLNS,07/26/22,sweep net,hymenoptera,eulophidae,1,family,deteriorating,,,,
SLNS_sn_hym_26Jul22,170.6,SLNS,07/26/22,sweep net,hymenoptera,formicidae,1,family,intact,,,,
SLSC_bv_hym_9Aug22,171.1,SLSC,08/09/22,blue vane,hymenoptera,formicidae,1,family,intact,,,,
SLSC_bv_hym_9Aug22,171.2,SLSC,08/09/22,blue vane,hymenoptera,encyrtidae,10,family,intact,,,,
SLSC_bv_hym_9Aug22,171.3,SLSC,08/09/22,blue vane,hymenoptera,scelionidae,2,family,intact,,,,
SELS_bv_hym_9Aug22,172.1,SELS,08/09/22,blue vane,hymenoptera,pompilidae,1,family,intact,,,,
SELS_bv_hym_9Aug22,172.2,SELS,08/09/22,blue vane,hymenoptera,halictidae,1,family,intact,,,,
SELS_bv_hym_9Aug22,172.3,SELS,08/09/22,blue vane,hymenoptera,encyrtidae,5,family,intact,,,,
SELS_bv_hym_9Aug22,172.4,SELS,08/09/22,blue vane,hymenoptera,scelionidae,1,family,intact,,,,
TAD_sn_hym_26Aug22,173.1,TAD,08/26/22,sweep net,hymenoptera,formicidae,2,family,intact,,,,
TAD_sn_hym_26Aug22,173.2,TAD,08/26/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
TAD_sn_hym_26Aug22,173.3,TAD,08/26/22,sweep net,hymenoptera,braconidae,3,family,intact,,,,
TAD_sn_hym_26Aug22,173.4,TAD,08/26/22,sweep net,hymenoptera,crabronidae,1,family,intact,,,,
TAD_sn_hym_26Aug22,173.5,TAD,08/26/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
TAD_sn_hym_26Aug22,173.6,TAD,08/26/22,sweep net,hymenoptera,scelionidae,2,family,intact,,,,
SLNS_sn_hym_9Aug22,174.1,SLNS,08/09/22,sweep net,hymenoptera,pteromalidae,3,family,intact,,,,
SLNS_sn_hym_9Aug22,174.2,SLNS,08/09/22,sweep net,hymenoptera,braconidae,4,family,intact,,,,
SLNS_sn_hym_9Aug22,174.3,SLNS,08/09/22,sweep net,hymenoptera,encyrtidae,5,family,intact,,,,
SLNS_sn_hym_9Aug22,174.4,SLNS,08/09/22,sweep net,hymenoptera,crabronidae,1,family,intact,,,,
SLNS_sn_hym_9Aug22,174.5,SLNS,08/09/22,sweep net,hymenoptera,formicidae,5,family,intact,,,,
SLNS_sn_hym_9Aug22,174.6,SLNS,08/09/22,sweep net,hymenoptera,platygastridae,3,family,intact,,,,
SLNS_sn_hym_9Aug22,174.7,SLNS,08/09/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
SLNS_sn_hym_9Aug22,174.8,SLNS,08/09/22,sweep net,hymenoptera,scelionidae,3,family,intact,,,,
SLNS_sn_hym_9Aug22,174.9,SLNS,08/09/22,sweep net,hymenoptera,ceraphronidae,3,family,intact,,,,
SLNS_sn_hym_9Aug22,174.10,SLNS,08/09/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
SLNS_sn_hym_9Aug22,174.11,SLNS,08/09/22,sweep net,hymenoptera,eupelmidae,1,family,intact,,,,
SLNS_sn_hym_9Aug22,174.12,SLNS,08/09/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
NSCN_sn_hym_14Sep22,175.1,NSCN,09/14/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
NSCN_sn_hym_14Sep22,175.2,NSCN,09/14/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
NSCS_sn_hym_11Aug22,176.1,NSCS,08/11/22,sweep net,hymenoptera,eupelmidae,4,family,intact,,,,
NSCS_sn_hym_11Aug22,176.2,NSCS,08/11/22,sweep net,hymenoptera,braconidae,1,family,intact,,,,
NSCS_sn_hym_11Aug22,176.3,NSCS,08/11/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
NSCS_sn_hym_11Aug22,176.4,NSCS,08/11/22,sweep net,hymenoptera,trichogrammatidae,1,family,deteriorating,,,,
NSCS_sn_hym_11Aug22,176.5,NSCS,08/11/22,sweep net,hymenoptera,formicidae,2,family,intact,,,,
NSCS_sn_hym_11Aug22,176.6,NSCS,08/11/22,sweep net,hymenoptera,dryinidae,1,family,intact,,,,
NSCS_sn_hym_11Aug22,176.7,NSCS,08/11/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
NSCS_sn_hym_27Jul22,177.1,NSCS,07/27/22,sweep net,hymenoptera,diapriidae,1,family,deteriorating,,,,
NSCS_sn_hym_27Jul22,177.2,NSCS,07/27/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
NSCS_sn_hym_27Jul22,177.3,NSCS,07/27/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
NSCS_sn_hym_27Jul22,177.4,NSCS,07/27/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
SLSC_sn_hym_12Jul22,178.1,SLSC,07/12/22,sweep net,hymenoptera,formicidae,10,family,intact,,,,
SLSC_sn_hym_12Jul22,178.2,SLSC,07/12/22,sweep net,hymenoptera,eulophidae,7,family,intact,,,,
SLSC_sn_hym_12Jul22,178.3,SLSC,07/12/22,sweep net,hymenoptera,eupelmidae,1,family,intact,,,,
SLSC_sn_hym_12Jul22,178.4,SLSC,07/12/22,sweep net,hymenoptera,braconidae,1,family,intact,,,,
SLSC_sn_hym_12Jul22,178.5,SLSC,07/12/22,sweep net,hymenoptera,braconidae,4,family,intact,,,,
SLSC_sn_hym_12Jul22,178.6,SLSC,07/12/22,sweep net,NA,NA,1,NA,deteriorating,,,,
SLSC_sn_hym_12Jul22,178.7,SLSC,07/12/22,sweep net,hymenoptera,scelionidae,5,family,intact,,,,
SLSC_sn_hym_12Jul22,178.8,SLSC,07/12/22,sweep net,hymenoptera,torymidae,1,family,intact,,,,
SLSC_sn_hym_12Jul22,178.9,SLSC,07/12/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
SLSC_sn_hym_12Jul22,178.10,SLSC,07/12/22,sweep net,diptera,NA,1,order,intact,,,,
SLSC_sn_hym_12Jul22,178.11,SLSC,07/12/22,sweep net,hymenoptera,platygastridae,2,family,intact,,,,
SLSC_sn_hym_12Jul22,178.12,SLSC,07/12/22,sweep net,hymenoptera,encyrtidae,1,family,intact,,,,
SLSC_sn_hym_12Jul22,178.13,SLSC,07/12/22,sweep net,hymenoptera,pteromalidae,2,family,intact,,,,
SELS_sn_hym_25Aug22,179.1,SELS,08/25/22,sweep net,hymenoptera,formicidae,12,family,intact,,,,
SELS_sn_hym_25Aug22,179.2,SELS,08/25/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
SELS_sn_hym_25Aug22,179.3,SELS,08/25/22,sweep net,hymenoptera,braconidae,2,family,intact,,,,
SELS_sn_hym_25Aug22,179.4,SELS,08/25/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
SELS_sn_hym_25Aug22,179.5,SELS,08/25/22,sweep net,hymenoptera,eupelmidae,1,family,intact,,,,
SELS_sn_hym_25Aug22,179.6,SELS,08/25/22,sweep net,hymenoptera,scelionidae,2,family,intact,,,,
SELS_sn_hym_25Aug22,179.7,SELS,08/25/22,sweep net,hymenoptera,trichogrammatidae,1,family,deteriorating,,,,
SLSC_pf_hym_12Jul22,180.1,SLSC,07/17/22,pitfall,hymenoptera,formicidae,62,family,intact,,,,
SLSC_pf_hym_12Jul22,180.2,SLSC,07/17/22,pitfall,hymenoptera,braconidae,9,family,intact,,,,
SLSC_pf_hym_12Jul22,180.3,SLSC,07/17/22,pitfall,hymenoptera,ichneumonidae,1,family,intact,,,,
SLSC_pf_hym_12Jul22,180.4,SLSC,07/17/22,pitfall,hymenoptera,scelionidae,54,family,intact,,,,
SLSC_pf_hym_12Jul22,180.5,SLSC,07/17/22,pitfall,hymenoptera,diapriidae,7,family,intact,,,,
SLSC_pf_hym_12Jul22,180.6,SLSC,07/17/22,pitfall,hymenoptera,ceraphronidae,5,family,intact,,,,
SLSC_pf_hym_12Jul22,180.7,SLSC,07/17/22,pitfall,diptera,NA,2,order,deteriorating,,,,
SLSC_pf_hym_12Jul22,180.8,SLSC,07/17/22,pitfall,hymenoptera,eurytomidae,1,family,deteriorating,,,,
SLSC_pf_hym_12Jul22,180.9,SLSC,07/17/22,pitfall,collembola,collembola,1,class,intact,,,,
NSCS_sn_hym_26Aug22,181.1,NSCS,07/26/22,sweep net,hymenoptera,formicidae,2,family,intact,,,,
NSCS_sn_hym_26Aug22,181.2,NSCS,07/26/22,sweep net,hymenoptera,braconidae,1,family,intact,,,,
NSCS_sn_hym_26Aug22,181.3,NSCS,07/26/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
NSCS_sn_hym_26Aug22,181.4,NSCS,07/26/22,sweep net,hymenoptera,eurytomidae,1,family,intact,,,,
NSCS_sn_hym_26Aug22,181.5,NSCS,07/26/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
NSCS_sn_hym_26Aug22,181.6,NSCS,07/26/22,sweep net,hymenoptera,ceraphronidae,2,family,intact,,,,
NSCS_sn_hym_26Aug22,181.7,NSCS,07/26/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
NSCS_bv_hym_11Aug22,182.1,NSCS,08/11/22,blue vane,hymenoptera,halictidae,1,family,intact,,,,
NSCS_bv_hym_11Aug22,182.2,NSCS,08/11/22,blue vane,hymenoptera,halictidae,1,family,intact,,,,
SAS_sn_hym_1Sep22,183.1,SAS,09/01/22,sweep net,hymenoptera,vespidae,1,family,intact,,,,
SAS_sn_hym_1Sep22,183.2,SAS,09/01/22,sweep net,hymenoptera,apidae,1,family,intact,,,,
SAS_sn_hym_1Sep22,183.3,SAS,09/01/22,sweep net,hymenoptera,halictidae,1,family,intact,,,,
SAS_sn_hym_1Sep22,183.4,SAS,09/01/22,sweep net,hymenoptera,formicidae,4,family,intact,,,,
SAS_sn_hym_1Sep22,183.5,SAS,09/01/22,sweep net,hymenoptera,braconidae,4,family,intact,,,,
SAS_sn_hym_1Sep22,183.6,SAS,09/01/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
SAS_sn_hym_1Sep22,183.7,SAS,09/01/22,sweep net,hymenoptera,figitidae,2,family,intact,,,,
SAS_sn_hym_1Sep22,183.8,SAS,09/01/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
SAS_sn_hym_1Sep22,183.9,SAS,09/01/22,sweep net,hymenoptera,mymaridae,4,family,intact,,,,
SAS_sn_hym_1Sep22,183.10,SAS,09/01/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
SAS_sn_hym_1Sep22,183.11,SAS,09/01/22,sweep net,hymenoptera,encyrtidae,2,family,intact,,,,
SAS_sn_hym_1Sep22,183.12,SAS,09/01/22,sweep net,hymenoptera,platygastridae,2,family,intact,,,,
SAS_sn_hym_1Sep22,183.13,SAS,09/01/22,sweep net,hemiptera,cicadellidae,1,family,intact,,,,
TSSS_sn_hym_12Aug22,184.1,TSSS,08/12/22,sweep net,hymenoptera,ichneumonidae,1,family,intact,,,,
TSSS_sn_hym_12Aug22,184.2,TSSS,08/12/22,sweep net,hymenoptera,formicidae,1,family,intact,,,,
TSSS_sn_hym_12Aug22,184.3,TSSS,08/12/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
TSSS_sn_hym_12Aug22,184.4,TSSS,08/12/22,sweep net,hymenoptera,mymaridae,2,family,intact,,,,
TSSS_sn_hym_12Aug22,184.5,TSSS,08/12/22,sweep net,diptera,NA,1,order,deteriorating,,,,
NSSN_sn_hym_31Aug22,185.1,NSSN,08/31/22,sweep net,hymenoptera,braconidae,1,family,intact,,,,
NSSN_sn_hym_31Aug22,185.2,NSSN,08/31/22,sweep net,hymenoptera,formicidae,6,family,intact,,,,
NSSN_sn_hym_31Aug22,185.3,NSSN,08/31/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
NSSN_sn_hym_31Aug22,185.4,NSSN,08/31/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
SAS_pf_hym_28Jul22,186.1,SAS,07/28/22,pitfall,hymenoptera,formicidae,11,family,intact,,,,
SAS_pf_hym_28Jul22,186.2,SAS,07/28/22,pitfall,hymenoptera,diapriidae,5,family,intact,,,,
SAS_pf_hym_28Jul22,186.3,SAS,07/28/22,pitfall,hymenoptera,eupelmidae,1,family,intact,,,,
SAS_pf_hym_28Jul22,186.4,SAS,07/28/22,pitfall,hymenoptera,scelionidae,14,family,deteriorating,,,,
SAS_pf_hym_28Jul22,186.5,SAS,07/28/22,pitfall,NA,NA,1,NA,deteriorating,,,,
SAS_pf_hym_28Jul22,186.6,SAS,07/28/22,pitfall,hymenoptera,scelionidae,29,family,deteriorating,,,,
SAS_pf_hym_28Jul22,186.7,SAS,07/28/22,pitfall,hymenoptera,ceraphronidae,1,family,intact,,,,
TSSS_bv_hym_21Oct22,187.1,TSSS,10/21/22,blue vane,hymenoptera,vespidae,5,family,intact,,,,
TSSS_bv_hym_21Oct22,187.2,TSSS,10/21/22,blue vane,hymenoptera,apidae,2,family,intact,,,,
NCTC_bv_hym_14Sep22,149.5,NCTC,09/14/22,blue vane,hymenoptera,platygastridae,1,family,intact,,,,
TSSS_sn_hym_13Sep22,188.1,TSSS,09/13/22,sweep net,hymenoptera,braconidae,3,family,intact,,,,
TSSS_sn_hym_13Sep22,188.2,TSSS,09/13/22,sweep net,hymenoptera,figitidae,2,family,intact,,,,
TSSS_sn_hym_13Sep22,188.3,TSSS,09/13/22,sweep net,hymenoptera,diapriidae,2,family,intact,,,,
TSSS_sn_hym_13Sep22,188.4,TSSS,09/13/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
TSSS_sn_hym_13Sep22,188.5,TSSS,09/13/22,sweep net,hymenoptera,eupelmidae,1,family,deteriorating,,,,
TSSS_sn_hym_13Sep22,188.6,TSSS,09/13/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
TSSS_sn_hym_13Sep22,188.7,TSSS,09/13/22,sweep net,hymenoptera,eulophidae,3,family,intact,,,,
TSSS_sn_hym_13Sep22,188.8,TSSS,09/13/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
TSSS_sn_hym_13Sep22,188.9,TSSS,09/13/22,sweep net,hymenoptera,aphelinidae,1,family,intact,,,,
NCTC_sn_hym_30Sep22,189.1,NCTC,09/30/22,sweep net,hymenoptera,formicidae,8,family,intact,,,,
NCTC_sn_hym_30Sep22,189.2,NCTC,09/30/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
NCTC_sn_hym_30Sep22,189.3,NCTC,09/30/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
NCTC_sn_hym_30Sep22,189.4,NCTC,09/30/22,sweep net,hymenoptera,encyrtidae,2,family,intact,,,,
NCTC_sn_hym_30Sep22,189.5,NCTC,09/30/22,sweep net,hymenoptera,aphelinidae,1,family,intact,,,,
TY_sn_hym_21Oct22,190.1,TY,10/21/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
TY_sn_hym_21Oct22,190.2,TY,10/21/22,sweep net,hymenoptera,figitidae,1,family,deteriorating,,,,
SELS_pf_hym_12Jul22,191.1,SELS,07/12/22,pitfall,hymenoptera,formicidae,97,family,deteriorating,,,,
SELS_pf_hym_12Jul22,191.2,SELS,07/12/22,pitfall,araneae,NA,1,order,intact,,,,
SELS_pf_hym_12Jul22,191.3,SELS,07/12/22,pitfall,ixodida,NA,3,order,intact,,,,
SELS_pf_hym_12Jul22,191.4,SELS,07/12/22,pitfall,diptera,NA,2,order,intact,,,,
SELS_pf_hym_12Jul22,191.5,SELS,07/12/22,pitfall,coleoptera,NA,4,order,deteriorating,,,,
SELS_pf_hym_12Jul22,191.6,SELS,07/12/22,pitfall,collembola ,collembola ,3,class,deteriorating,,,,
SELS_pf_hym_12Jul22,191.7,SELS,07/12/22,pitfall,hymenoptera,megaspilidae,1,family,intact,,,,
SELS_pf_hym_12Jul22,191.8,SELS,07/12/22,pitfall,hymenoptera,braconidae,1,family,deteriorating,,,,
SELS_pf_hym_12Jul22,191.9,SELS,07/12/22,pitfall,hymenoptera,diapriidae,1,family,intact,,,,
SELS_pf_hym_12Jul22,191.10,SELS,07/12/22,pitfall,hymenoptera,ceraphronidae,1,family,intact,,,,
TSCS_bv_hym_26Aug22,192.1,TSCS,08/26/22,blue vane,hymenoptera,andrenidae,4,family,intact,,,,
TSCS_bv_hym_26Aug22,192.2,TSCS,08/26/22,blue vane,diptera,NA,4,order,intact,,,,
TSCS_bv_hym_26Aug22,192.3,TSCS,08/26/22,blue vane,hymenoptera,halictidae,18,family,intact,,,,
TSCS_bv_hym_26Aug22,192.4,TSCS,08/26/22,blue vane,hymenoptera,apidae,9,family,intact,,,,
TSCS_bv_hym_26Aug22,192.5,TSCS,08/26/22,blue vane,hymenoptera,formicidae,2,family,deteriorating,,,,
SLNS_pf_hym_12Jul22,123.4,SLNS,07/12/22,pitfall,NA,NA,1,NA,deteriorating,,,,
TSCS_bv_hym_26Aug22,192.6,TSCS,08/26/22,blue vane,hymenoptera,pompilidae,2,family,intact,,,,
TSCS_bv_hym_26Aug22,192.7,TSCS,08/26/22,blue vane,araneae,NA,1,order,intact,,,,
TSCS_bv_hym_26Aug22,192.8,TSCS,08/26/22,blue vane,hymenoptera,encyrtidae,24,family,intact,,,,
TSCS_bv_hym_26Aug22,192.9,TSCS,08/26/22,blue vane,hymenoptera,bethylidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.1,SLSC,08/09/22,sweep net,hymenoptera,formicidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.2,SLSC,08/09/22,sweep net,hymenoptera,chalcididae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.3,SLSC,08/09/22,sweep net,hymenoptera,platygastridae,3,family,intact,,,,
SLSC_sn_hym_9Aug22,193.4,SLSC,08/09/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.5,SLSC,08/09/22,sweep net,hymenoptera,ichneumonidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.6,SLSC,08/09/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.7,SLSC,08/09/22,sweep net,hymenoptera,encyrtidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.8,SLSC,08/09/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.9,SLSC,08/09/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.10,SLSC,08/09/22,sweep net,hymenoptera,apidae,1,family,intact,,,,
SLSC_sn_hym_9Aug22,193.11,SLSC,08/09/22,sweep net,hymenoptera,halictidae,2,family,intact,,,,
NSSN_sn_hym_31Aug22,185.5,NSSN,08/31/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
NSSN_sn_hym_31Aug22,185.6,NSSN,08/31/22,sweep net,hymenoptera,aphelinidae,1,family,intact,,,,
TAD_bv_hym_26Aug22,106.5,TAD,08/26/22,blue vane,hymenoptera,encyrtidae,22,family,intact,,,,
TAD_bv_hym_26Aug22,106.6,TAD,08/26/22,blue vane,diptera,NA,8,order,intact,,,,
TAD_bv_hym_26Aug22,106.7,TAD,08/26/22,blue vane,isopoda,NA,1,order,intact,,,,
TAD_bv_hym_26Aug22,106.8,TAD,08/26/22,blue vane,orthoptera,NA,1,order,intact,,,,
TAD_bv_hym_26Aug22,106.9,TAD,08/26/22,blue vane,hymenoptera,scelionidae,1,family,intact,,,,
SAS_bv_hym_13Sep22,194.1,SAS,09/13/22,blue vane,hymenoptera,vespidae,28,family,intact,,,,
SAS_bv_hym_13Sep22,194.2,SAS,09/13/22,blue vane,hymenoptera,formicidae,9,family,intact,,,,
SAS_bv_hym_13Sep22,194.3,SAS,09/13/22,blue vane,diptera,NA,2,order,intact,,,,
NSCS_bv_hym_13Jul22,195.1,NSCS,07/13/22,blue vane,hymenoptera,andrenidae,1,family,deteriorating,,,,
SAS_bv_hym_13Sep22,194.4,SAS,09/13/22,blue vane,hymenoptera,scelionidae,2,family,intact,,,,
SAS_bv_hym_13Sep22,194.5,SAS,09/13/22,blue vane,collembola,collembola,1,class,intact,,,,
SLNS_bv_hym_8Sep22,196.1,SLNS,09/08/22,blue vane,hymenoptera,bethylidae,1,family,intact,,,,
SLNS_bv_hym_8Sep22,196.2,SLNS,09/08/22,blue vane,hymenoptera,pompilidae,1,family,intact,,,,
SLNS_bv_hym_8Sep22,196.3,SLNS,09/08/22,blue vane,hymenoptera,encyrtidae,20,family,intact,,,,
TSCS_sn_hym_27Jul22,197.1,TSCS,07/27/22,sweep net,hymenoptera,chrysididae,1,family,intact,,,,
TSSS_bv_hym_12Aug22,198.1,TSSS,8/12/2022,blue vane,hymenoptera,halictidae,4,family,intact,,,,
TAD_bv_hym_14Jul22,199.1,TAD,07/14/22,blue vane,hymenoptera,formicidae,3,family,intact,,,,
TSCS_sn_hym_27Jul22,197.2,TSCS,07/27/22,sweep net,hymenoptera,formicidae,4,family,intact,,,,
TSSS_bv_hym_12Aug22,198.2,TSSS,8/12/2022,blue vane,hymenoptera,formicidae,1,family,intact,,,,
TSSS_bv_hym_12Aug22,198.3,TSSS,8/12/2022,blue vane,hymenoptera,andrenidae,1,family,intact,,,,
TAD_bv_hym_14Jul22,199.2,TAD,07/14/22,blue vane,hymenoptera,eupelmidae,1,family,intact,,,,
TAD_bv_hym_14Jul22,199.3,TAD,07/14/22,blue vane,hymenoptera,halictidae,2,family,intact,,,,
TSCS_sn_hym_27Jul22,197.3,TSCS,7/27/2022,sweep net,hymenoptera,braconidae,4,family,intact,,,,
TSSS_bv_hym_12Aug22,198.4,TSSS,8/12/2022,blue vane,hymenoptera,diapriidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.1,NCTC,07/15/22,sweep net,hymenoptera,formicidae,5,family,intact,,,,
TSSS_bv_hym_30Sep22,202.1,TSSS,09/30/22,blue vane,hymenoptera,vespidae,2,family,intact,,,,
TSSS_bv_hym_30Sep22,202.2,TSSS,09/30/22,blue vane,hymenoptera,pompilidae,2,family,intact,,,,
TSCS_sn_hym_27Jul22,197.4,TSCS,7/27/2022,sweep net,hymenoptera,encyrtidae,1,family,intact,,,,
TSSS_bv_hym_30Sep22,202.3,TSSS,09/30/22,blue vane,diptera,NA,1,order,intact,,,,
TSCS_sn_hym_27Jul22,197.5,TSCS,7/27/2022,sweep net,hymenoptera,bethylidae,1,family,intact,,,,
TSCS_sn_hym_27Jul22,197.6,TSCS,7/27/2022,sweep net,coleoptera,NA,1,order,intact,,,,
NCTC_sn_hym_15Jul22,200.2,NCTC,07/15/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
TAD_sn_hym_12Aug22,201.1,TAD,08/12/22,sweep net,hymenoptera,formicidae,2,family,intact,,,,
TAD_sn_hym_12Aug22,201.2,TAD,08/12/22,sweep net,hymenoptera,braconidae,3,family,intact,,,,
TAD_sn_hym_12Aug22,201.3,TAD,08/12/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
TAD_sn_hym_12Aug22,201.4,TAD,08/12/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
TSSS_bv_hym_12Aug22,198.5,TSSS,08/12/22,blue vane,diptera,NA,1,order,intact,,,,
TAD_bv_hym_14Jul22,199.4,TAD,07/14/22,blue vane,hymenoptera,encyrtidae,3,family,intact,,,,
TAD_bv_hym_14Jul22,199.5,TAD,07/14/22,blue vane,hymenoptera,scelionidae,2,family,intact,,,,
TAD_bv_hym_14Jul22,199.6,TAD,07/14/22,blue vane,hymenoptera,ceraphronidae,1,family,deteriorating,,,,
NCTC_pf_hym_15Jul22,159.5,NCTC,07/15/22,pitfall,hymenoptera,diapriidae,1,family,intact,,,,
TSCS_sn_hym_27Jul22,197.7,TSCS,7/27/2022,sweep net,hymenoptera,diapriidae,3,family,intact,,,,
TSCS_sn_hym_27Jul22,197.8,TSCS,7/27/2022,sweep net,hymenoptera,megaspilidae,1,family,intact,,,,
TSCS_sn_hym_27Jul22,197.9,TSCS,7/27/2022,sweep net,hymenoptera,ceraphronidae,8,family,intact,,,,
TSCS_sn_hym_27Jul22,197.10,TSCS,7/27/2022,sweep net,hymenoptera,platygastridae,1,family,deteriorating,,,,
TSSS_bv_hym_12Aug22,198.6,TSSS,08/12/22,blue vane,hymenoptera,encyrtidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.3,NCTC,07/15/22,sweep net,diptera,NA,2,order,deteriorating,,,,
NSCN_bv_hym_28Sep22,203.1,NSCN,09/28/22,blue vane,hymenoptera,scelionidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.4,NCTC,07/15/22,sweep net,hymenoptera,eulophidae,7,family,deteriorating,,,,
NCTC_sn_hym_15Jul22,200.5,NCTC,07/15/22,sweep net,hymenoptera,encyrtidae,1,family,intact,,,,
NCTC_bv_hym_15Jul22,205.1,NCTC,07/15/22,blue vane,hymenoptera,halictidae,1,family,intact,,,,
NSCN_bv_hym_20Oct22,204.1,NSCN,10/20/22,blue vane,hymenoptera,halictidae,2,family,intact,,,,
NCTC_bv_hym_15Jul22,205.2,NCTC,7/15/2022,blue vane,hymenoptera,aphelinidae,1,family,deteriorating,,,,
NCTC_sn_hym_20Oct22,206.1,NCTC,10/20/22,sweep net,hymenoptera,halictidae,1,family,intact,,,,
NCTC_sn_hym_20Oct22,206.2,NCTC,10/20/22,sweep net,hymenoptera,bethylidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.6,NCTC,07/15/22,sweep net,hymenoptera,figitidae,3,family,intact,,,,
NCTC_sn_hym_15Jul22,200.7,NCTC,07/15/22,sweep net,hymenoptera,braconidae,10,family,intact,,,,
NSSN_sn_hym_30Sep22,207.1,NSSN,09/30/22,sweep net,hymenoptera,braconidae,1,family,intact,,,,
